uniprotkb_A	uniprotkb_B	gene_symbol_A	gene_symbol_B	interaction_detection_method	publication_first_author	publication_year	publication_identifier	interaction_type	interaction_identifier	intact_miscore
Q7Z2E3	P09874	APTX	PARP1	MI:0018	Date	2004	15555565	MI:0915	EBI-7383349	0.71
P18887	Q7Z2E3	XRCC1	APTX	MI:0007	Date	2004	15555565	MI:0915	EBI-7383434	0.88
Q7Z2E3	P09874	APTX	PARP1	MI:0007	Date	2004	15555565	MI:0915	EBI-7383465	0.71
Q7Z2E3	P18887	APTX	XRCC1	MI:0018	Clements	2004	15380105	MI:0915	EBI-7322332	0.88
Q13426	Q7Z2E3	XRCC4	APTX	MI:0018	Clements	2004	15380105	MI:0915	EBI-7322350	0.72
Q7Z2E3	P18887	APTX	XRCC1	MI:0019	Clements	2004	15380105	MI:0915	EBI-7322376	0.88
Q13426	Q7Z2E3	XRCC4	APTX	MI:0019	Clements	2004	15380105	MI:0915	EBI-7322399	0.72
Q12756	Q12756	KIF1A	KIF1A	MI:0096	Lee	2004	15014437	MI:0915	EBI-7151012	0.40
Q12756	Q12756	KIF1A	KIF1A	MI:0096	Lee	2004	15014437	MI:0915	EBI-7151102	0.40
Q12756	Q12756	KIF1A	KIF1A	MI:0096	Lee	2004	15014437	MI:0915	EBI-7151039	0.40
Q12756	Q12756	KIF1A	KIF1A	MI:0096	Lee	2004	15014437	MI:0915	EBI-7151135	0.40
Q7Z2E3	P18887	APTX	XRCC1	MI:0019	Luo	2004	15367657	MI:0915	EBI-7318290	0.88
P18887	Q7Z2E3	XRCC1	APTX	MI:0019	Luo	2004	15367657	MI:0915	EBI-7318338	0.88
P18887	P68400	XRCC1	CSNK2A1	MI:0045	Luo	2004	15367657	MI:0217	EBI-7318423	0.31
P18887	Q7Z2E3	XRCC1	APTX	MI:0096	Luo	2004	15367657	MI:0915	EBI-7318401	0.88
Q13426	Q96T60	XRCC4	PNKP	MI:0045	Koch	2004	15385968	MI:0914	EBI-7326231	0.78
Q13426	P68400	XRCC4	CSNK2A1	MI:0045	Koch	2004	15385968	MI:0217	EBI-7326316	0.31
Q13426	Q96T60	XRCC4	PNKP	MI:0096	Koch	2004	15385968	MI:0915	EBI-7326430	0.78
Q13426	Q96T60	XRCC4	PNKP	MI:0006	Koch	2004	15385968	MI:0915	EBI-7326495	0.78
Q13426	Q96T60	XRCC4	PNKP	MI:0096	Koch	2004	15385968	MI:0915	EBI-7326548	0.78
Q13426	Q96T60	XRCC4	PNKP	MI:0065	Koch	2004	15385968	MI:0915	EBI-7326603	0.78
P26010	P21333	ITGB7	FLNA	MI:0096	Travis	2004	15225631	MI:0915	EBI-7208487	0.74
P05556	P21333	ITGB1	FLNA	MI:0096	Travis	2004	15225631	MI:0915	EBI-7208531	0.82
P05556	P21333	ITGB1	FLNA	MI:0096	Travis	2004	15225631	MI:0915	EBI-7208569	0.40
P16144	P21333	ITGB4	FLNA	MI:0096	Travis	2004	15225631	MI:0915	EBI-7208626	0.40
P22694	P21333	PRKACB	FLNA	MI:0424	Travis	2004	15225631	MI:0217	EBI-7208669	0.44
Q07352	P63104	ZFP36L1	YWHAZ	MI:0019	Schmidlin	2004	15538381	MI:0914	EBI-7378393	0.35
P67870	O14757	CSNK2B	CHEK1	MI:0045	Kristensen	2004	15225637	MI:0217	EBI-7209501	0.35
P67870	O14757	CSNK2B	CHEK1	MI:0045	Kristensen	2004	15225637	MI:0217	EBI-7209533	0.35
O14757	P67870	CHEK1	CSNK2B	MI:0045	Kristensen	2004	15225637	MI:0217	EBI-7209573	0.35
P67870	O14757	CSNK2B	CHEK1	MI:0045	Kristensen	2004	15225637	MI:0217	EBI-7209553	0.35
P67870	O14757	CSNK2B	CHEK1	MI:0045	Kristensen	2004	15225637	MI:0914	EBI-7209591	0.35
Q9Y6R4	Q14289	MAP3K4	PTK2B	MI:0428	Halfter	2005	15601262	MI:0403	EBI-7426200	0.46
P29350	Q9Y6R4	PTPN6	MAP3K4	MI:0428	Halfter	2005	15601262	MI:0403	EBI-7426234	0.40
Q9Y6R4	P07355	MAP3K4	ANXA2	MI:0019	Halfter	2005	15601262	MI:0915	EBI-7426270	0.40
Q9Y6R4	Q14289	MAP3K4	PTK2B	MI:0006	Halfter	2005	15601262	MI:0915	EBI-7426314	0.46
Q9Y6R4	P29350	MAP3K4	PTPN6	MI:0045	Halfter	2005	15601262	MI:0203	EBI-7426359	0.40
Q8NFH8	Q9Y6I3	REPS2	EPN1	MI:0096	Morinaka	1999	10557078	MI:0915	EBI-7138594	0.61
P28482	P10415	MAPK1	BCL2	MI:0045	Tamura	2004	15225643	MI:0217	EBI-7210282	0.49
P10415	P67775	BCL2	PPP2CA	MI:0045	Tamura	2004	15225643	MI:0203	EBI-7210303	0.49
P28482	P10415	MAPK1	BCL2	MI:0006	Tamura	2004	15225643	MI:0915	EBI-7210343	0.49
P67775	P10415	PPP2CA	BCL2	MI:0006	Tamura	2004	15225643	MI:0915	EBI-7210360	0.49
P00533	P25098	EGFR	ADRBK1	MI:0007	Gao	2005	15620700	MI:0915	EBI-7436130	0.46
P25098	P00533	ADRBK1	EGFR	MI:0007	Gao	2005	15620700	MI:0915	EBI-7436219	0.46
P00533	P25098	EGFR	ADRBK1	MI:0428	Gao	2005	15620700	MI:0403	EBI-7436354	0.46
P39880	P06400	CUX1	RB1	MI:0428	Gupta	2003	12891711	MI:0403	EBI-6981520	0.61
P39880	P06400	CUX1	RB1	MI:0018	Gupta	2003	12891711	MI:0915	EBI-6981543	0.61
P06400	P39880	RB1	CUX1	MI:0019	Gupta	2003	12891711	MI:0915	EBI-6981584	0.61
P06400	P39880	RB1	CUX1	MI:0096	Gupta	2003	12891711	MI:0407	EBI-6981604	0.61
P54253	P63104	ATXN1	YWHAZ	MI:0428	Chen	2003	12757707	MI:0403	EBI-8648128	0.70
P54253	P62258	ATXN1	YWHAE	MI:0428	Chen	2003	12757707	MI:0403	EBI-8648159	0.72
P62258	P54253	YWHAE	ATXN1	MI:0096	Chen	2003	12757707	MI:0407	EBI-8648186	0.72
P63104	P54253	YWHAZ	ATXN1	MI:0096	Chen	2003	12757707	MI:0407	EBI-8648203	0.70
P62258	P54253	YWHAE	ATXN1	MI:0018	Chen	2003	12757707	MI:0915	EBI-8648227	0.72
P63104	P54253	YWHAZ	ATXN1	MI:0018	Chen	2003	12757707	MI:0915	EBI-8648250	0.70
P63104	P54253	YWHAZ	ATXN1	MI:0019	Chen	2003	12757707	MI:0915	EBI-8648280	0.70
P54253	P62258	ATXN1	YWHAE	MI:0019	Chen	2003	12757707	MI:0915	EBI-8648311	0.72
P54253	P62258	ATXN1	YWHAE	MI:0019	Chen	2003	12757707	MI:0914	EBI-8648337	0.72
P30305	P31946	CDC25B	YWHAB	MI:0004	Shinoda	2003	12871587	MI:0915	EBI-6970509	0.81
P62258	P30305	YWHAE	CDC25B	MI:0004	Shinoda	2003	12871587	MI:0915	EBI-6970523	0.57
P31946	P55957	YWHAB	BID	MI:0019	Shinoda	2003	12871587	MI:0915	EBI-6970558	0.52
P31946	P55957	YWHAB	BID	MI:0006	Shinoda	2003	12871587	MI:0915	EBI-6970610	0.52
P63104	Q01113	YWHAZ	IL9R	MI:0018	Sliva	2000	10642536	MI:0915	EBI-7174936	0.63
Q01113	P63104	IL9R	YWHAZ	MI:0045	Sliva	2000	10642536	MI:0914	EBI-7175012	0.63
P63104	Q01113	YWHAZ	IL9R	MI:0019	Sliva	2000	10642536	MI:0915	EBI-7175047	0.63
P63104	Q01113	YWHAZ	IL9R	MI:0096	Sliva	2000	10642536	MI:0407	EBI-7175082	0.63
Q01113	P63104	IL9R	YWHAZ	MI:0019	Sliva	2000	10642536	MI:0914	EBI-7175116	0.63
P04150	P31947	NR3C1	SFN	MI:0428	Kino	2003	12730237	MI:0403	EBI-8642380	0.44
P04150	P31947	NR3C1	SFN	MI:0018	Kino	2003	12730237	MI:0915	EBI-8642354	0.44
P09874	P04637	PARP1	TP53	MI:0019	Wesierska	2003	12898523	MI:0915	EBI-6985439	0.75
P09874	P04637	PARP1	TP53	MI:0096	Wesierska	2003	12898523	MI:0407	EBI-6985517	0.75
O43172	O43447	PRPF4	PPIH	MI:0096	Ingelfinger	2003	12907720	MI:0407	EBI-6989186	0.79
P17612	P42261	PRKACA	GRIA1	MI:0019	Roche	1996	8663994	MI:0217	EBI-8683066	0.44
P48058	Q9UQM7	GRIA4	CAMK2A	MI:0045	Carvalho	1999	10366608	MI:0217	EBI-7020820	0.31
P17612	P48058	PRKACA	GRIA4	MI:0045	Carvalho	1999	10366608	MI:0217	EBI-7020897	0.31
P17612	P48058	PRKACA	GRIA4	MI:0045	Carvalho	1999	10366608	MI:0217	EBI-7020945	0.31
Q8IUQ4	Q15599	SIAH1	SLC9A3R2	MI:0018	Matsuzawa	2003	12421809	MI:0915	EBI-8555086	0.51
Q8IUQ4	Q15599	SIAH1	SLC9A3R2	MI:0019	Matsuzawa	2003	12421809	MI:0915	EBI-8555112	0.51
P27448	Q99959	MARK3	PKP2	MI:0019	M	2003	12941695	MI:0915	EBI-6998631	0.44
Q99959	P27448	PKP2	MARK3	MI:0045	M	2003	12941695	MI:0914	EBI-6998686	0.44
P63104	Q99959	YWHAZ	PKP2	MI:0019	M	2003	12941695	MI:0914	EBI-6998727	0.35
P31946	Q16890	YWHAB	TPD52L1	MI:0096	Boutros	2003	12963375	MI:0407	EBI-7002752	0.69
P63104	Q16890	YWHAZ	TPD52L1	MI:0096	Boutros	2003	12963375	MI:0407	EBI-7002785	0.59
P63104	Q16890	YWHAZ	TPD52L1	MI:0019	Boutros	2003	12963375	MI:0915	EBI-7002811	0.59
P31946	Q16890	YWHAB	TPD52L1	MI:0019	Boutros	2003	12963375	MI:0915	EBI-7002829	0.69
P63104	Q16890	YWHAZ	TPD52L1	MI:0018	Boutros	2003	12963375	MI:0915	EBI-7002855	0.59
P31946	Q16890	YWHAB	TPD52L1	MI:0018	Boutros	2003	12963375	MI:0915	EBI-7002879	0.69
Q15075	Q9UL26	EEA1	RAB22A	MI:0018	Kauppi	2002	11870209	MI:0915	EBI-399468	0.51
Q9UL26	Q15075	RAB22A	EEA1	MI:0018	Kauppi	2002	11870209	MI:0915	EBI-399473	0.51
Q15075	Q9UL26	EEA1	RAB22A	MI:0096	Kauppi	2002	11870209	MI:0915	EBI-399481	0.51
P20339	Q15075	RAB5A	EEA1	MI:0096	Kauppi	2002	11870209	MI:0915	EBI-399487	0.77
P98170	Q9Y5V3	XIAP	MAGED1	MI:0019	Jordan	2001	11546791	MI:0915	EBI-7957379	0.51
Q9Y5V3	P98170	MAGED1	XIAP	MI:0018	Jordan	2001	11546791	MI:0915	EBI-7957352	0.51
Q13546	O00635	RIPK1	TRIM38	MI:0019	Chen	2002	11854271	MI:0915	EBI-8108959	0.51
O00635	Q13546	TRIM38	RIPK1	MI:0018	Chen	2002	11854271	MI:0915	EBI-8108996	0.51
P11473	O43593	VDR	HR	MI:0096	Hsieh	2003	12847098	MI:0407	EBI-6961635	0.44
P41235	Q12772	HNF4A	SREBF2	MI:0096	Misawa	2003	12855700	MI:0407	EBI-6965279	0.54
P41235	Q12772	HNF4A	SREBF2	MI:0007	Misawa	2003	12855700	MI:0915	EBI-6965297	0.54
Q12772	P41235	SREBF2	HNF4A	MI:0006	Misawa	2003	12855700	MI:0915	EBI-9869636	0.40
Q12772	P41235	SREBF2	HNF4A	MI:0006	Misawa	2003	12855700	MI:0915	EBI-9836990	0.40
Q9UHF7	P78317	TRPS1	RNF4	MI:0019	Kaiser	2003	12885770	MI:0915	EBI-6979966	0.51
Q9UHF7	P78317	TRPS1	RNF4	MI:0019	Kaiser	2003	12885770	MI:0915	EBI-6979976	0.51
Q9UHF7	P78317	TRPS1	RNF4	MI:0018	Kaiser	2003	12885770	MI:0915	EBI-6980009	0.51
P28799	P98160	GRN	HSPG2	MI:0019	Gonzalez	2003	12900424	MI:0915	EBI-6988223	0.53
P28799	P98160	GRN	HSPG2	MI:0045	Gonzalez	2003	12900424	MI:0914	EBI-6988244	0.53
P98160	P28799	HSPG2	GRN	MI:0018	Gonzalez	2003	12900424	MI:0915	EBI-6988266	0.53
Q8WY64	Q13126	MYLIP	MTAP	MI:0019	Bornhauser	2003	12826659	MI:0915	EBI-6952707	0.51
Q8WY64	Q13126	MYLIP	MTAP	MI:0018	Bornhauser	2003	12826659	MI:0915	EBI-6952808	0.51
P16471	P61981	PRLR	YWHAG	MI:0096	Olayioye	2003	12819209	MI:0407	EBI-6950471	0.54
P16471	P63104	PRLR	YWHAZ	MI:0096	Olayioye	2003	12819209	MI:0407	EBI-6950504	0.59
P16471	P63104	PRLR	YWHAZ	MI:0019	Olayioye	2003	12819209	MI:0915	EBI-6950531	0.59
P16471	P61981	PRLR	YWHAG	MI:0019	Olayioye	2003	12819209	MI:0915	EBI-6950564	0.54
P16471	P63104	PRLR	YWHAZ	MI:0096	Olayioye	2003	12819209	MI:0914	EBI-6950590	0.59
P63104	P30305	YWHAZ	CDC25B	MI:0096	Giles	2003	12764136	MI:0407	EBI-8649443	0.86
P30305	P63104	CDC25B	YWHAZ	MI:0019	Giles	2003	12764136	MI:0915	EBI-8649484	0.86
P30304	P62258	CDC25A	YWHAE	MI:0096	Chen	2003	14559997	MI:0915	EBI-7047484	0.69
P30304	P62258	CDC25A	YWHAE	MI:0019	Chen	2003	14559997	MI:0915	EBI-7047529	0.69
P62258	P30304	YWHAE	CDC25A	MI:0006	Chen	2003	14559997	MI:0915	EBI-7047561	0.69
P38398	Q9BX63	BRCA1	BRIP1	MI:0107	Manke	2003	14576432	MI:0407	EBI-7051341	0.87
Q6ZW49	Q12888	PAXIP1	TP53BP1	MI:0096	Manke	2003	14576432	MI:0915	EBI-7051376	0.66
Q9BX63	P38398	BRIP1	BRCA1	MI:0096	Manke	2003	14576432	MI:0915	EBI-7051409	0.87
Q01094	Q92547	E2F1	TOPBP1	MI:0096	Manke	2003	14576432	MI:0915	EBI-7051455	0.70
Q9BX63	P38398	BRIP1	BRCA1	MI:0096	Manke	2003	14576432	MI:0915	EBI-7051432	0.87
P24928	Q9Y5B0	POLR2A	CTDP1	MI:0096	Manke	2003	14576432	MI:0915	EBI-7051475	0.40
Q9BX63	P38398	BRIP1	BRCA1	MI:0019	Manke	2003	14576432	MI:0915	EBI-7051506	0.87
P35226	O75461	BMI1	E2F6	MI:0019	Trimarchi	2001	11171983	MI:0915	EBI-7488984	0.40
Q8N488	O75461	RYBP	E2F6	MI:0018	Trimarchi	2001	11171983	MI:0915	EBI-7489048	0.37
O75461	P35227	E2F6	PCGF2	MI:0019	Trimarchi	2001	11171983	MI:0915	EBI-7489072	0.40
O15315	P07305	RAD51B	H1F0	MI:0047	Coleman	2003	14595808	MI:0407	EBI-7055430	0.56
O15315	P62807	RAD51B	HIST1H2BC	MI:0047	Coleman	2003	14595808	MI:0407	EBI-7055389	0.44
P62805	O15315	HIST1H4A	RAD51B	MI:0047	Coleman	2003	14595808	MI:0407	EBI-7055513	0.44
O15315	P68431	RAD51B	HIST1H3A	MI:0047	Coleman	2003	14595808	MI:0407	EBI-7055464	0.44
O15315	P07305	RAD51B	H1F0	MI:0089	Coleman	2003	14595808	MI:0407	EBI-7055555	0.56
P31946	P30305	YWHAB	CDC25B	MI:0018	Mils	2000	10713667	MI:0915	EBI-7215664	0.81
P30305	Q04917	CDC25B	YWHAH	MI:0018	Mils	2000	10713667	MI:0915	EBI-7215712	0.63
P63104	P30305	YWHAZ	CDC25B	MI:0018	Mils	2000	10713667	MI:0915	EBI-7215794	0.86
Q04917	P30305	YWHAH	CDC25B	MI:0018	Mils	2000	10713667	MI:0915	EBI-7215745	0.63
P30305	P63104	CDC25B	YWHAZ	MI:0004	Mils	2000	10713667	MI:0915	EBI-7215834	0.86
P30305	Q04917	CDC25B	YWHAH	MI:0004	Mils	2000	10713667	MI:0915	EBI-7215862	0.63
P31946	Q15418	YWHAB	RPS6KA1	MI:0096	Cavet	2003	12618428	MI:0915	EBI-8618348	0.40
P63104	P04049	YWHAZ	RAF1	MI:0096	Zhang	1997	9153224	MI:0915	EBI-8637925	0.95
P63104	P04049	YWHAZ	RAF1	MI:0018	Zhang	1997	9153224	MI:0915	EBI-8637987	0.95
Q03135	P12931	CAV1	SRC	MI:0428	Song	1996	8621645	MI:0915	EBI-8675931	0.32
P01112	Q03135	HRAS	CAV1	MI:0428	Song	1996	8621645	MI:0915	EBI-8675942	0.51
P01112	Q03135	HRAS	CAV1	MI:0096	Song	1996	8621645	MI:0407	EBI-8675908	0.51
Q9Y4H2	P08069	IRS2	IGF1R	MI:0018	He	1996	8662806	MI:0915	EBI-8682128	0.37
Q9Y4H2	P08069	IRS2	IGF1R	MI:0018	He	1996	8662806	MI:0915	EBI-8682191	0.37
P06213	Q9Y4H2	INSR	IRS2	MI:0018	He	1996	8662806	MI:0915	EBI-8682170	0.53
P06213	Q9Y4H2	INSR	IRS2	MI:0018	He	1996	8662806	MI:0915	EBI-8682212	0.53
P06213	P35568	INSR	IRS1	MI:0096	He	1996	8662806	MI:0407	EBI-8682242	0.70
Q9Y4H2	P06213	IRS2	INSR	MI:0096	He	1996	8662806	MI:0407	EBI-8682258	0.53
P06213	P35568	INSR	IRS1	MI:0096	He	1996	8662806	MI:0407	EBI-8682288	0.70
Q9Y4H2	P06213	IRS2	INSR	MI:0096	He	1996	8662806	MI:0407	EBI-8682273	0.53
P04275	P07359	VWF	GP1BA	MI:0114	Huizinga	2002	12183630	MI:0407	EBI-1034061	0.62
P47897	P07900	QARS	HSP90AA1	MI:0018	Kang	2000	10913161	MI:0915	EBI-7359368	0.37
P07900	P14868	HSP90AA1	DARS	MI:0018	Kang	2000	10913161	MI:0915	EBI-7359408	0.37
P56192	P07900	MARS	HSP90AA1	MI:0018	Kang	2000	10913161	MI:0915	EBI-7359458	0.37
P07814	P41252	EPRS	IARS	MI:0018	Kang	2000	10913161	MI:0915	EBI-7359425	0.72
P07900	P07814	HSP90AA1	EPRS	MI:0019	Kang	2000	10913161	MI:0915	EBI-7359503	0.54
P41252	P07814	IARS	EPRS	MI:0019	Kang	2000	10913161	MI:0915	EBI-7359515	0.72
P07900	P07814	HSP90AA1	EPRS	MI:0096	Kang	2000	10913161	MI:0407	EBI-7359483	0.54
P78560	P42575	CRADD	CASP2	MI:0019	Duan	1997	8985253	MI:0915	EBI-8668792	0.90
Q96RN5	Q15796	MED15	SMAD2	MI:0019	Kato	2002	12167862	MI:0915	EBI-8505017	0.40
Q96RN5	Q15796	MED15	SMAD2	MI:0019	Kato	2002	12167862	MI:0915	EBI-8505028	0.40
Q13485	Q96RN5	SMAD4	MED15	MI:0019	Kato	2002	12167862	MI:0915	EBI-8505055	0.40
P84022	Q96RN5	SMAD3	MED15	MI:0019	Kato	2002	12167862	MI:0915	EBI-8505071	0.40
Q96RN5	Q13485	MED15	SMAD4	MI:0019	Kato	2002	12167862	MI:0915	EBI-8505039	0.40
Q15796	O75448	SMAD2	MED24	MI:0019	Kato	2002	12167862	MI:0915	EBI-8505093	0.40
Q15797	Q96RN5	SMAD1	MED15	MI:0019	Kato	2002	12167862	MI:0915	EBI-8505104	0.40
Q13485	Q15796	SMAD4	SMAD2	MI:0019	Kato	2002	12167862	MI:0915	EBI-8505115	0.95
O75448	Q15797	MED24	SMAD1	MI:0019	Kato	2002	12167862	MI:0915	EBI-8505082	0.40
O75586	Q15796	MED6	SMAD2	MI:0019	Kato	2002	12167862	MI:0915	EBI-8505136	0.40
O75586	Q15797	MED6	SMAD1	MI:0019	Kato	2002	12167862	MI:0915	EBI-8505125	0.40
Q9Y2G2	Q9Y2G2	CARD8	CARD8	MI:0019	Stilo	2002	12067710	MI:0915	EBI-8470267	0.51
Q14192	Q9Y2G2	FHL2	CARD8	MI:0019	Stilo	2002	12067710	MI:0915	EBI-8470319	0.51
Q9Y2G2	Q9Y2G2	CARD8	CARD8	MI:0018	Stilo	2002	12067710	MI:0915	EBI-8470342	0.51
Q9Y2G2	Q14192	CARD8	FHL2	MI:0018	Stilo	2002	12067710	MI:0915	EBI-8470412	0.51
P27694	Q14191	RPA1	WRN	MI:0006	Brosh	1999	10373438	MI:0915	EBI-707108	0.82
P13569	P27824	CFTR	CANX	MI:0019	Okiyoneda	2002	12208510	MI:0915	EBI-8521181	0.69
P15172	P11831	MYOD1	SRF	MI:0096	Groisman	1996	8617811	MI:0407	EBI-8674553	0.53
P11831	P15173	SRF	MYOG	MI:0096	Groisman	1996	8617811	MI:0407	EBI-8674564	0.53
P15173	P11831	MYOG	SRF	MI:0018	Groisman	1996	8617811	MI:0915	EBI-8674583	0.53
P11831	P15172	SRF	MYOD1	MI:0018	Groisman	1996	8617811	MI:0915	EBI-8674600	0.53
Q13485	P17676	SMAD4	CEBPB	MI:0096	Coyle	2002	12202226	MI:0407	EBI-8517629	0.61
P17676	P84022	CEBPB	SMAD3	MI:0096	Coyle	2002	12202226	MI:0407	EBI-8517640	0.44
P10644	Q92667	PRKAR1A	AKAP1	MI:0018	Huang	1997	9065479	MI:0915	EBI-8625323	0.37
P98170	O43464	XIAP	HTRA2	MI:0019	Martins	2002	11602612	MI:0915	EBI-517125	0.90
P98170	O43464	XIAP	HTRA2	MI:0019	Martins	2002	11602612	MI:0915	EBI-517144	0.90
P49815	P63104	TSC2	YWHAZ	MI:0096	Liu	2002	12438239	MI:0407	EBI-8560155	0.90
P61981	P49815	YWHAG	TSC2	MI:0096	Liu	2002	12438239	MI:0407	EBI-8560174	0.64
P31947	P49815	SFN	TSC2	MI:0096	Liu	2002	12438239	MI:0407	EBI-8560192	0.44
P49815	P62258	TSC2	YWHAE	MI:0096	Liu	2002	12438239	MI:0407	EBI-8560306	0.44
P49815	P31946	TSC2	YWHAB	MI:0096	Liu	2002	12438239	MI:0407	EBI-8560321	0.93
Q04917	P49815	YWHAH	TSC2	MI:0096	Liu	2002	12438239	MI:0407	EBI-8560336	0.59
P49815	P27348	TSC2	YWHAQ	MI:0096	Liu	2002	12438239	MI:0407	EBI-8560215	0.61
P63104	P49815	YWHAZ	TSC2	MI:0049	Liu	2002	12438239	MI:0407	EBI-8560359	0.90
P49815	P61981	TSC2	YWHAG	MI:0049	Liu	2002	12438239	MI:0407	EBI-8560378	0.64
P61981	P49815	YWHAG	TSC2	MI:0019	Liu	2002	12438239	MI:0915	EBI-8560404	0.64
P61981	P49815	YWHAG	TSC2	MI:0096	Liu	2002	12438239	MI:0914	EBI-8560430	0.64
P08069	P62258	IGF1R	YWHAE	MI:0045	Craparo	1997	9111084	MI:0914	EBI-8629562	0.54
P35568	P62258	IRS1	YWHAE	MI:0096	Craparo	1997	9111084	MI:0407	EBI-8629592	0.68
P62258	P08069	YWHAE	IGF1R	MI:0096	Craparo	1997	9111084	MI:0407	EBI-8629609	0.54
P62258	P35568	YWHAE	IRS1	MI:0018	Craparo	1997	9111084	MI:0915	EBI-8629639	0.68
P08069	P62258	IGF1R	YWHAE	MI:0018	Craparo	1997	9111084	MI:0915	EBI-8629662	0.54
P35568	P62258	IRS1	YWHAE	MI:0018	Craparo	1997	9111084	MI:0915	EBI-8629697	0.68
P08069	P62258	IGF1R	YWHAE	MI:0018	Craparo	1997	9111084	MI:0915	EBI-8629710	0.54
P27348	O15530	YWHAQ	PDPK1	MI:0019	Sato	2002	12177059	MI:0915	EBI-8509918	0.54
P27348	O15530	YWHAQ	PDPK1	MI:0019	Sato	2002	12177059	MI:0915	EBI-8509884	0.54
O15530	Q04917	PDPK1	YWHAH	MI:0019	Sato	2002	12177059	MI:0915	EBI-8509934	0.40
P27348	O15530	YWHAQ	PDPK1	MI:0096	Sato	2002	12177059	MI:0407	EBI-8509953	0.54
P63104	O43524	YWHAZ	FOXO3	MI:0019	Brunet	1999	10102273	MI:0915	EBI-6970409	0.50
O43524	P63104	FOXO3	YWHAZ	MI:0019	Brunet	1999	10102273	MI:0914	EBI-6970438	0.50
O43524	P63104	FOXO3	YWHAZ	MI:0019	Brunet	1999	10102273	MI:0914	EBI-6970451	0.50
P46527	P27348	CDKN1B	YWHAQ	MI:0019	Fujita	2002	12042314	MI:0915	EBI-8447912	0.78
P46527	P31749	CDKN1B	AKT1	MI:0019	Fujita	2002	12042314	MI:0217	EBI-8447946	0.65
P46527	P27348	CDKN1B	YWHAQ	MI:0045	Fujita	2002	12042314	MI:0914	EBI-8447971	0.78
P31749	P46527	AKT1	CDKN1B	MI:0045	Fujita	2002	12042314	MI:0217	EBI-8447988	0.65
P27348	P46527	YWHAQ	CDKN1B	MI:0019	Fujita	2002	12042314	MI:0914	EBI-8448029	0.78
P27348	P78314	YWHAQ	SH3BP2	MI:0018	Foucault	2003	12501243	MI:0915	EBI-8579602	0.64
P27348	P78314	YWHAQ	SH3BP2	MI:0018	Foucault	2003	12501243	MI:0915	EBI-8579631	0.64
P27348	P78314	YWHAQ	SH3BP2	MI:0096	Foucault	2003	12501243	MI:0407	EBI-8579674	0.64
P78314	P27348	SH3BP2	YWHAQ	MI:0096	Foucault	2003	12501243	MI:0407	EBI-8579697	0.64
P78314	P27348	SH3BP2	YWHAQ	MI:0019	Foucault	2003	12501243	MI:0915	EBI-8579734	0.64
P78314	P27348	SH3BP2	YWHAQ	MI:0096	Foucault	2003	12501243	MI:0914	EBI-8579798	0.64
P78314	P27348	SH3BP2	YWHAQ	MI:0416	Foucault	2003	12501243	MI:0403	EBI-8579771	0.64
P06729	O95400	CD2	CD2BP2	MI:0077	Freund	1999	10404223	MI:0407	EBI-7056181	0.93
P27348	P46937	YWHAQ	YAP1	MI:0019	Basu	2003	12535517	MI:0915	EBI-8588262	0.77
P27348	P46937	YWHAQ	YAP1	MI:0676	Basu	2003	12535517	MI:0914	EBI-8588287	0.77
P06729	O43586	CD2	PSTPIP1	MI:0006	Li	1998	9857189	MI:0915	EBI-8661989	0.74
O43586	P06729	PSTPIP1	CD2	MI:0007	Li	1998	9857189	MI:0915	EBI-8662015	0.74
P06729	O43586	CD2	PSTPIP1	MI:0096	Li	1998	9857189	MI:0407	EBI-8662044	0.74
O43586	P06729	PSTPIP1	CD2	MI:0096	Li	1998	9857189	MI:0915	EBI-8662064	0.74
O43586	P06729	PSTPIP1	CD2	MI:0018	Li	1998	9857189	MI:0915	EBI-8662100	0.74
P18031	O43586	PTPN1	PSTPIP1	MI:0019	Li	1998	9857189	MI:0915	EBI-8662139	0.40
Q9Y5K6	P06729	CD2AP	CD2	MI:0107	Dustin	1998	9741631	MI:0407	EBI-8684169	0.80
P06729	O95400	CD2	CD2BP2	MI:0096	Dustin	1998	9741631	MI:0407	EBI-8684203	0.93
Q9Y5K6	P06729	CD2AP	CD2	MI:0007	Dustin	1998	9741631	MI:0915	EBI-8684229	0.80
P31946	P49815	YWHAB	TSC2	MI:0019	Shumway	2003	12468542	MI:0915	EBI-8569456	0.93
P49815	P31946	TSC2	YWHAB	MI:0018	Shumway	2003	12468542	MI:0915	EBI-8569485	0.93
P49815	P63104	TSC2	YWHAZ	MI:0018	Shumway	2003	12468542	MI:0915	EBI-8569510	0.90
P31946	P49815	YWHAB	TSC2	MI:0045	Shumway	2003	12468542	MI:0914	EBI-8569540	0.93
P31946	P49815	YWHAB	TSC2	MI:0019	Shumway	2003	12468542	MI:0914	EBI-8569568	0.93
P31946	P30291	YWHAB	WEE1	MI:0019	Wang	2000	10775038	MI:0915	EBI-7267069	0.74
P30291	P31946	WEE1	YWHAB	MI:0018	Wang	2000	10775038	MI:0915	EBI-7267105	0.74
P06493	P31947	CDK1	SFN	MI:0019	Chan	1999	10524633	MI:0915	EBI-7107366	0.46
P06493	P31947	CDK1	SFN	MI:0416	Chan	1999	10524633	MI:0403	EBI-7107399	0.46
